,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
556,0500000US39109,"Miami County, Ohio",4.4,58486.0,75288.0
557,0500000US39113,"Montgomery County, Ohio",5.9,50838.0,69221.0
558,0500000US39119,"Muskingum County, Ohio",5.7,49602.0,65748.0
559,0500000US39133,"Portage County, Ohio",5.0,64550.0,82333.0
560,0500000US39139,"Richland County, Ohio",4.4,49564.0,61538.0
561,0500000US39141,"Ross County, Ohio",7.8,46769.0,60114.0
562,0500000US39145,"Scioto County, Ohio",8.7,37257.0,53019.0
563,0500000US39151,"Stark County, Ohio",5.2,52068.0,67188.0
564,0500000US39153,"Summit County, Ohio",5.7,58876.0,79109.0
565,0500000US39155,"Trumbull County, Ohio",4.6,46196.0,60247.0
566,0500000US39157,"Tuscarawas County, Ohio",4.6,49658.0,66384.0
567,0500000US39165,"Warren County, Ohio",2.8,86473.0,109950.0
568,0500000US39169,"Wayne County, Ohio",3.1,59111.0,71609.0
569,0500000US39173,"Wood County, Ohio",4.9,63695.0,82558.0
570,0500000US40017,"Canadian County, Oklahoma",3.3,70204.0,82480.0
571,0500000US40027,"Cleveland County, Oklahoma",3.0,62096.0,79417.0
572,0500000US40031,"Comanche County, Oklahoma",6.4,52089.0,66258.0
573,0500000US40037,"Creek County, Oklahoma",3.4,55264.0,71791.0
574,0500000US40101,"Muskogee County, Oklahoma",4.5,45290.0,62402.0
575,0500000US40109,"Oklahoma County, Oklahoma",4.2,52214.0,77977.0
576,0500000US40119,"Payne County, Oklahoma",6.4,48031.0,67211.0
577,0500000US40125,"Pottawatomie County, Oklahoma",4.1,48776.0,60846.0
578,0500000US40131,"Rogers County, Oklahoma",4.4,60148.0,82894.0
579,0500000US40143,"Tulsa County, Oklahoma",4.5,55638.0,79374.0
580,0500000US40145,"Wagoner County, Oklahoma",5.1,62421.0,76909.0
581,0500000US41003,"Benton County, Oregon",6.0,63773.0,83121.0
582,0500000US41005,"Clackamas County, Oregon",4.3,81278.0,109685.0
583,0500000US41017,"Deschutes County, Oregon",4.7,67577.0,92270.0
584,0500000US41019,"Douglas County, Oregon",6.6,47004.0,59497.0
585,0500000US41029,"Jackson County, Oregon",5.4,56546.0,75097.0
586,0500000US41033,"Josephine County, Oregon",7.5,48315.0,62844.0
587,0500000US41035,"Klamath County, Oregon",9.7,45354.0,56559.0
588,0500000US41039,"Lane County, Oregon",5.9,53172.0,70610.0
589,0500000US41043,"Linn County, Oregon",6.0,54113.0,68989.0
590,0500000US41047,"Marion County, Oregon",5.0,56341.0,72139.0
591,0500000US41051,"Multnomah County, Oregon",4.0,71186.0,96037.0
